"","block","plot","species","functional_div","species_richness","genus","group","PLOTID","X","Y","MONO","rel.abund.gym","UniqueID","biomass","volume","Wd","Seed.mass","LMA","Nmass","Amass","Llo"
"s136","A","12N","ABBA",5,12,"Abies","Gymno","A12N",3,6,"notmono",0.5833333,"A12NABBA",25388.081675,76933.5808333333,0.33,7.6,143,1.45,50,84
"s183","A","12N","ACRU",5,12,"Acer","Angio","A12N",3,6,"notmono",0.5833333,"A12NACRU",84937.0783706668,173340.976266667,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s101","A","12N","ACSA",5,12,"Acer","Angio","A12N",3,6,"notmono",0.5833333,"A12NACSA",162071.786986666,289413.905333333,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s67","A","12N","BEAL",5,12,"Betula","Angio","A12N",3,6,"notmono",0.5833333,"A12NBEAL",151029.453153333,274599.005733333,0.55,1,46.08294931,2.2,206,5.5
"s70","A","12N","BEPA",5,12,"Betula","Angio","A12N",3,6,"notmono",0.5833333,"A12NBEPA",3917467.57808,8161390.78766667,0.48,0.3,85.50806324,2.208401667,195,5.5
"s181","A","12N","LALA",5,12,"Larix","Gymno","A12N",3,6,"notmono",0.5833333,"A12NLALA",939965.231753332,1918296.39133333,0.49,2,120.0000005,1.355,59.41951,6
"s165","A","12N","PIGL",5,12,"Picea","Gymno","A12N",3,6,"notmono",0.5833333,"A12NPIGL",47400.3913129999,143637.549433333,0.33,2.4,302.86,1.28,35.58,50
"s139","A","12N","PIRE",5,12,"Pinus","Gymno","A12N",3,6,"notmono",0.5833333,"A12NPIRE",27318.054,66629.4,0.41,9,294.12,1.17,24,36
"s182","A","12N","PIRU",5,12,"Picea","Gymno","A12N",3,6,"notmono",0.5833333,"A12NPIRU",8612.44627833332,23276.8818333333,0.37,3.3,263,1.2,32,55
"s124","A","12N","PIST",5,12,"Pinus","Gymno","A12N",3,6,"notmono",0.5833333,"A12NPIST",46893.436344,137921.8716,0.34,17,121.9153937,1.423333333,43.79823667,20
"s131","A","12N","QURU",5,12,"Quercus","Angio","A12N",3,6,"notmono",0.5833333,"A12NQURU",706574.983146665,1261741.04133333,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s81","A","2N1","PIRE",1,2,"Pinus","Gymno","A2N1",5,7,"notmono",1,"A2N1PIRE",239916.881443611,585163.125472222,0.41,9,294.12,1.17,24,36
"s115","A","2N1","PIRU",1,2,"Picea","Gymno","A2N1",5,7,"notmono",1,"A2N1PIRU",69657.5688376111,188263.699561111,0.37,3.3,263,1.2,32,55
"s55","A","2N2","LALA",2,2,"Larix","Gymno","A2N2",2,8,"notmono",1,"A2N2LALA",901146.659132224,1839074.81455556,0.49,2,120.0000005,1.355,59.41951,6
"s52","A","2N2","PIST",2,2,"Pinus","Gymno","A2N2",2,8,"notmono",1,"A2N2PIST",45174.0813623332,132864.945183333,0.34,17,121.9153937,1.423333333,43.79823667,20
"s199","A","2N3","BEAL",3,2,"Betula","Angio","A2N3",5,3,"notmono",0,"A2N3BEAL",414122.439460278,752949.889927778,0.55,1,46.08294931,2.2,206,5.5
"s301","A","2N3","QURU",3,2,"Quercus","Angio","A2N3",5,3,"notmono",0,"A2N3QURU",565167.329172443,1009227.37352222,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s197","A","2N4","BEPA",4,2,"Betula","Angio","A2N4",5,4,"notmono",0,"A2N4BEPA",1061655.16703733,2211781.59799444,0.48,0.3,85.50806324,2.208401667,195,5.5
"s198","A","2N4","QURU",4,2,"Quercus","Angio","A2N4",5,4,"notmono",0,"A2N4QURU",138124.231497778,246650.413388889,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s157","A","2N5","PIGL",5,2,"Picea","Gymno","A2N5",3,5,"notmono",1,"A2N5PIGL",117843.2873365,357100.870716667,0.33,2.4,302.86,1.28,35.58,50
"s127","A","2N5","PIST",5,2,"Pinus","Gymno","A2N5",3,5,"notmono",1,"A2N5PIST",228786.429212222,672901.262388889,0.34,17,121.9153937,1.423333333,43.79823667,20
"s57","A","2N6","ABBA",6,2,"Abies","Gymno","A2N6",4,7,"notmono",0.5,"A2N6ABBA",27624.366682,83710.2020666667,0.33,7.6,143,1.45,50,84
"s83","A","2N6","ACRU",6,2,"Acer","Angio","A2N6",4,7,"notmono",0.5,"A2N6ACRU",619484.575190832,1264254.23508333,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s300","A","2N7","ACSA",7,2,"Acer","Angio","A2N7",1,2,"notmono",0.5,"A2N7ACSA",262570.848573895,468876.515310526,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s294","A","2N7","LALA",7,2,"Larix","Gymno","A2N7",1,2,"notmono",0.5,"A2N7LALA",397496.453572235,811217.252188235,0.49,2,120.0000005,1.355,59.41951,6
"s271","A","2N8","ACSA",8,2,"Acer","Angio","A2N8",1,5,"notmono",0.5,"A2N8ACSA",192805.003048,344294.6483,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s192","A","2N8","THOC",8,2,"Thuya","Gymno","A2N8",1,5,"notmono",0.5,"A2N8THOC",126228.4482,420761.494,0.3,1.5,223.0000016,1.02,32.22441,33
"s195","A","2NR2A","ACRU",2,2,"Acer","Angio","A2NR2A",2,4,"notmono",0,"A2NR2AACRU",301891.387103056,616104.871638889,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s193","A","2NR2A","BEAL",2,2,"Betula","Angio","A2NR2A",2,4,"notmono",0,"A2NR2ABEAL",426610.432798611,775655.332361111,0.55,1,46.08294931,2.2,206,5.5
"s173","A","2NR2B","PIRE",2,2,"Pinus","Gymno","A2NR2B",2,5,"notmono",1,"A2NR2BPIRE",181400.463094444,442440.153888889,0.41,9,294.12,1.17,24,36
"s123","A","2NR2B","PIST",2,2,"Pinus","Gymno","A2NR2B",2,5,"notmono",1,"A2NR2BPIST",240158.646248889,706348.959555556,0.34,17,121.9153937,1.423333333,43.79823667,20
"s309","A","2NR4","LALA",4,2,"Larix","Gymno","A2NR4",4,4,"notmono",1,"A2NR4LALA",844356.239686944,1723175.99936111,0.49,2,120.0000005,1.355,59.41951,6
"s270","A","2NR4","PIGL",4,2,"Picea","Gymno","A2NR4",4,4,"notmono",1,"A2NR4PIGL",45081.7610301666,136611.397061111,0.33,2.4,302.86,1.28,35.58,50
"s200","A","2NR5","BEPA",5,2,"Betula","Angio","A2NR5",6,4,"notmono",0.5,"A2NR5BEPA",851466.465573331,1773888.46994444,0.48,0.3,85.50806324,2.208401667,195,5.5
"s298","A","2NR5","PIST",5,2,"Pinus","Gymno","A2NR5",6,4,"notmono",0.5,"A2NR5PIST",33107.609786,97375.3229,0.34,17,121.9153937,1.423333333,43.79823667,20
"s35","A","2NR7A","ABBA",7,2,"Abies","Gymno","A2NR7A",6,8,"notmono",0.5,"A2NR7AABBA",52223.8722738335,158254.158405556,0.33,7.6,143,1.45,50,84
"s59","A","2NR7A","ACSA",7,2,"Acer","Angio","A2NR7A",6,8,"notmono",0.5,"A2NR7AACSA",452789.097693334,808551.960166667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s191","A","2NR7B","ACRU",7,2,"Acer","Angio","A2NR7B",6,1,"notmono",0.5,"A2NR7BACRU",348111.952407333,710432.555933333,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s189","A","2NR7B","THOC",7,2,"Thuya","Gymno","A2NR7B",6,1,"notmono",0.5,"A2NR7BTHOC",108953.662116667,363178.873722222,0.3,1.5,223.0000016,1.02,32.22441,33
"s284","A","4N1","ABBA",1,4,"Abies","Gymno","A4N1",6,3,"notmono",1,"A4N1ABBA",129886.709689,393596.089966667,0.33,7.6,143,1.45,50,84
"s296","A","4N1","PIGL",1,4,"Picea","Gymno","A4N1",6,3,"notmono",1,"A4N1PIGL",94086.2890733334,285109.966888889,0.33,2.4,302.86,1.28,35.58,50
"s308","A","4N1","PIRE",1,4,"Pinus","Gymno","A4N1",6,3,"notmono",1,"A4N1PIRE",157466.945710222,384065.721244444,0.41,9,294.12,1.17,24,36
"s295","A","4N1","PIRU",1,4,"Picea","Gymno","A4N1",6,3,"notmono",1,"A4N1PIRU",62029.6750233332,167647.770333333,0.37,3.3,263,1.2,32,55
"s292","A","4N2","ACRU",2,4,"Acer","Angio","A4N2",1,3,"notmono",0,"A4N2ACRU",47346.6642786667,96625.8454666667,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s265","A","4N2","BEAL",2,4,"Betula","Angio","A4N2",1,3,"notmono",0,"A4N2BEAL",48048.4268611111,87360.7761111111,0.55,1,46.08294931,2.2,206,5.5
"s266","A","4N2","BEPA",2,4,"Betula","Angio","A4N2",1,3,"notmono",0,"A4N2BEPA",1759607.95566933,3665849.90764444,0.48,0.3,85.50806324,2.208401667,195,5.5
"s280","A","4N2","QURU",2,4,"Quercus","Angio","A4N2",1,3,"notmono",0,"A4N2QURU",273661.998536889,488682.140244444,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s48","A","4N3","BEAL",3,4,"Betula","Angio","A4N3",1,9,"notmono",0.75,"A4N3BEAL",928078.519408332,1687415.48983333,0.55,1,46.08294931,2.2,206,5.5
"s113","A","4N3","PIRE",3,4,"Pinus","Gymno","A4N3",1,9,"notmono",0.75,"A4N3PIRE",196352.506256222,478908.551844444,0.41,9,294.12,1.17,24,36
"s160","A","4N3","PIRU",3,4,"Picea","Gymno","A4N3",1,9,"notmono",0.75,"A4N3PIRU",49833.7990086668,134685.943266667,0.37,3.3,263,1.2,32,55
"s11","A","4N3","PIST",3,4,"Pinus","Gymno","A4N3",1,9,"notmono",0.75,"A4N3PIST",98799.1373237777,290585.698011111,0.34,17,121.9153937,1.423333333,43.79823667,20
"s274","A","4N4","ABBA",4,4,"Abies","Gymno","A4N4",4,3,"notmono",0.75,"A4N4ABBA",23396.555974,70898.6544666667,0.33,7.6,143,1.45,50,84
"s194","A","4N4","BEPA",4,4,"Betula","Angio","A4N4",4,3,"notmono",0.75,"A4N4BEPA",1979345.798336,4123637.07986667,0.48,0.3,85.50806324,2.208401667,195,5.5
"s263","A","4N4","LALA",4,4,"Larix","Gymno","A4N4",4,3,"notmono",0.75,"A4N4LALA",177455.454365,362153.9885,0.49,2,120.0000005,1.355,59.41951,6
"s281","A","4N4","PIGL",4,4,"Picea","Gymno","A4N4",4,3,"notmono",0.75,"A4N4PIGL",23639.2604396667,71634.1225444444,0.33,2.4,302.86,1.28,35.58,50
"s118","A","4N5","ABBA",5,4,"Abies","Gymno","A4N5",4,5,"notmono",0.75,"A4N5ABBA",56541.4710666666,171337.791111111,0.33,7.6,143,1.45,50,84
"s105","A","4N5","ACSA",5,4,"Acer","Angio","A4N5",4,5,"notmono",0.75,"A4N5ACSA",330990.378133334,591054.246666667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s128","A","4N5","PIRU",5,4,"Picea","Gymno","A4N5",4,5,"notmono",0.75,"A4N5PIRU",71037.3974611111,191992.966111111,0.37,3.3,263,1.2,32,55
"s269","A","4N6","LALA",6,4,"Larix","Gymno","A4N6",3,3,"notmono",0.75,"A4N6LALA",908101.049356668,1853267.44766667,0.49,2,120.0000005,1.355,59.41951,6
"s276","A","4N6","PIST",6,4,"Pinus","Gymno","A4N6",3,3,"notmono",0.75,"A4N6PIST",38317.7090695555,112699.144322222,0.34,17,121.9153937,1.423333333,43.79823667,20
"s282","A","4N6","QURU",6,4,"Quercus","Angio","A4N6",3,3,"notmono",0.75,"A4N6QURU",948015.326035557,1692884.51077778,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s278","A","4N6","THOC",6,4,"Thuya","Gymno","A4N6",3,3,"notmono",0.75,"A4N6THOC",55128.1622166666,183760.540722222,0.3,1.5,223.0000016,1.02,32.22441,33
"s310","A","4N7","ACRU",7,4,"Acer","Angio","A4N7",4,1,"notmono",0.5,"A4N7ACRU",407575.083432222,831785.884555556,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s268","A","4N7","PIST",7,4,"Pinus","Gymno","A4N7",4,1,"notmono",0.5,"A4N7PIST",70179.141278889,206409.239055556,0.34,17,121.9153937,1.423333333,43.79823667,20
"s303","A","4N7","QURU",7,4,"Quercus","Angio","A4N7",4,1,"notmono",0.5,"A4N7QURU",908349.8032,1622053.22,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s267","A","4N7","THOC",7,4,"Thuya","Gymno","A4N7",4,1,"notmono",0.5,"A4N7THOC",54969.1269266667,183230.423088889,0.3,1.5,223.0000016,1.02,32.22441,33
"s49","A","4N8","ACSA",8,4,"Acer","Angio","A4N8",3,8,"notmono",0.5,"A4N8ACSA",303151.177653334,541341.388666667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s87","A","4N8","BEAL",8,4,"Betula","Angio","A4N8",3,8,"notmono",0.5,"A4N8BEAL",779224.127061111,1416771.14011111,0.55,1,46.08294931,2.2,206,5.5
"s186","A","4N8","PIGL",8,4,"Picea","Gymno","A4N8",3,8,"notmono",0.5,"A4N8PIGL",47731.2910873333,144640.276022222,0.33,2.4,302.86,1.28,35.58,50
"s41","A","4N8","THOC",8,4,"Thuya","Gymno","A4N8",3,8,"notmono",0.5,"A4N8THOC",45676.1427699999,152253.809233333,0.3,1.5,223.0000016,1.02,32.22441,33
"s293","A","4NR2","PIGL",2,4,"Picea","Gymno","A4NR2",3,2,"notmono",1,"A4NR2PIGL",119104.823163333,360923.706555556,0.33,2.4,302.86,1.28,35.58,50
"s306","A","4NR2","PIRE",2,4,"Pinus","Gymno","A4NR2",3,2,"notmono",1,"A4NR2PIRE",214014.176196,521985.7956,0.41,9,294.12,1.17,24,36
"s307","A","4NR2","PIRU",2,4,"Picea","Gymno","A4NR2",3,2,"notmono",1,"A4NR2PIRU",97493.8652182221,263496.933022222,0.37,3.3,263,1.2,32,55
"s285","A","4NR2","PIST",2,4,"Pinus","Gymno","A4NR2",3,2,"notmono",1,"A4NR2PIST",176212.663222222,518272.538888889,0.34,17,121.9153937,1.423333333,43.79823667,20
"s96","A","4NR7","ACSA",7,4,"Acer","Angio","A4NR7",2,6,"notmono",0.5,"A4NR7ACSA",321507.199595556,574119.999277778,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s95","A","4NR7","BEPA",7,4,"Betula","Angio","A4NR7",2,6,"notmono",0.5,"A4NR7BEPA",1375628.13693333,2865891.95194444,0.48,0.3,85.50806324,2.208401667,195,5.5
"s114","A","4NR7","PIGL",7,4,"Picea","Gymno","A4NR7",2,6,"notmono",0.5,"A4NR7PIGL",28992.6404496667,87856.4862111111,0.33,2.4,302.86,1.28,35.58,50
"s94","A","4NR7","PIST",7,4,"Pinus","Gymno","A4NR7",2,6,"notmono",0.5,"A4NR7PIST",33072.019334,97270.6451,0.34,17,121.9153937,1.423333333,43.79823667,20
"s272","A","ABBA","ABBA",0,1,"Abies","Gymno","AABBA",5,1,"mono",1,"AABBAABBA",164915.745730083,499744.684030556,0.33,7.6,143,1.45,50,84
"s106","A","ACPL","ACPL",0,1,"Acer","Angio","AACPL",5,6,"mono",0,"AACPLACPL",484907.528483853,938833.549823529,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s56","A","ACRU","ACRU",0,1,"Acer","Angio","AACRU",6,6,"mono",0,"AACRUACRU",292189.763481583,596305.639758333,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s286","A","ACSA","ACSA",0,1,"Acer","Angio","AACSA",6,2,"mono",0,"AACSAACSA",255941.283568444,457038.006372222,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s76","A","BEAL","BEAL",0,1,"Betula","Angio","ABEAL",2,7,"mono",0,"ABEALBEAL",404033.110007083,734605.654558333,0.55,1,46.08294931,2.2,206,5.5
"s196","A","BEPA","BEPA",0,1,"Betula","Angio","ABEPA",2,2,"mono",0,"ABEPABEPA",467928.804969333,974851.677019444,0.48,0.3,85.50806324,2.208401667,195,5.5
"s146","A","LADE","LADE",0,1,"Larix","Gymno","ALADE",6,9,"mono",1,"ALADELADE",542168.015724604,1144901.31079,0.47355,7.1,86.28640264,1.955,71.616275,6.000336769
"s175","A","LALA","LALA",0,1,"Larix","Gymno","ALALA",4,8,"mono",1,"ALALALALA",568886.357876276,1160992.56709444,0.49,2,120.0000005,1.355,59.41951,6
"s74","A","M1","ACPL",1,4,"Acer","Angio","AM1",4,9,"notmono",0,"AM1ACPL",153817.054222019,297806.4941375,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s77","A","M1","ACRU",1,4,"Acer","Angio","AM1",4,9,"notmono",0,"AM1ACRU",413693.33922875,844272.120875,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s92","A","M1","BEAL",1,4,"Betula","Angio","AM1",4,9,"notmono",0,"AM1BEAL",962473.571766668,1749951.94866667,0.55,1,46.08294931,2.2,206,5.5
"s38","A","M1","TICO",1,4,"Tilia","Angio","AM1",4,9,"notmono",0,"AM1TICO",1140287.23946417,2702806.98633333,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s164","A","M2","LALA",2,4,"Larix","Gymno","AM2",6,5,"notmono",1,"AM2LALA",1644350.85958111,3355818.08077778,0.49,2,120.0000005,1.355,59.41951,6
"s161","A","M2","PIAB",2,4,"Picea","Gymno","AM2",6,5,"notmono",1,"AM2PIAB",59730.8690727779,161434.781277778,0.37,7,235.18,1.19,29.31,103.2
"s126","A","M2","PIRU",2,4,"Picea","Gymno","AM2",6,5,"notmono",1,"AM2PIRU",23684.4654888889,64012.0688888889,0.37,3.3,263,1.2,32,55
"s184","A","M2","PISY",2,4,"Pinus","Gymno","AM2",6,5,"notmono",1,"AM2PISY",134882.096687067,319625.821533333,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s151","A","M3","LADE",3,4,"Larix","Gymno","AM3",6,7,"notmono",0.75,"AM3LADE",242387.381129933,511851.71815,0.47355,7.1,86.28640264,1.955,71.616275,6.000336769
"s44","A","M3","PIRE",3,4,"Pinus","Gymno","AM3",6,7,"notmono",0.75,"AM3PIRE",26107.89997825,63677.804825,0.41,9,294.12,1.17,24,36
"s61","A","M3","PISY",3,4,"Pinus","Gymno","AM3",6,7,"notmono",0.75,"AM3PISY",40723.0113611778,96500.0269222222,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s62","A","M3","QURU",3,4,"Quercus","Angio","AM3",6,7,"notmono",0.75,"AM3QURU",1334945.784368,2383831.7578,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s166","A","M4","PIAB",4,4,"Picea","Gymno","AM4",1,7,"notmono",1,"AM4PIAB",224079.986100556,605621.584055556,0.37,7,235.18,1.19,29.31,103.2
"s156","A","M4","PIGL",4,4,"Picea","Gymno","AM4",1,7,"notmono",1,"AM4PIGL",99843.9428800001,302557.402666667,0.33,2.4,302.86,1.28,35.58,50
"s86","A","M4","PISY",4,4,"Pinus","Gymno","AM4",1,7,"notmono",1,"AM4PISY",343067.213544667,812955.482333333,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s50","A","M4","THOC",4,4,"Thuya","Gymno","AM4",1,7,"notmono",1,"AM4THOC",266776.8844,889256.281333333,0.3,1.5,223.0000016,1.02,32.22441,33
"s174","A","M5","PIGL",5,4,"Picea","Gymno","AM5",2,9,"notmono",0.5,"AM5PIGL",41218.3710876666,124904.154811111,0.33,2.4,302.86,1.28,35.58,50
"s45","A","M5","PIST",5,4,"Pinus","Gymno","AM5",2,9,"notmono",0.5,"AM5PIST",59892.7200713332,176155.059033333,0.34,17,121.9153937,1.423333333,43.79823667,20
"s85","A","M5","QURO",5,4,"Quercus","Angio","AM5",2,9,"notmono",0.5,"AM5QURO",896199.355893335,1600355.99266667,0.56,3378,64.85453931,1.86,85.1,6.000673539
"s58","A","M5","TICO",5,4,"Tilia","Angio","AM5",2,9,"notmono",0.5,"AM5TICO",620996.392926753,1471939.1142875,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s43","A","M6","BEPA",6,4,"Betula","Angio","AM6",5,8,"notmono",0.5,"AM6BEPA",1731540.84973333,3607376.77027778,0.48,0.3,85.50806324,2.208401667,195,5.5
"s169","A","M6","PIRU",6,4,"Picea","Gymno","AM6",5,8,"notmono",0.5,"AM6PIRU",23043.1813203333,62278.8684333333,0.37,3.3,263,1.2,32,55
"s42","A","M6","PISY",6,4,"Pinus","Gymno","AM6",5,8,"notmono",0.5,"AM6PISY",45368.6022998446,107508.536255556,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s82","A","M6","QURO",6,4,"Quercus","Angio","AM6",5,8,"notmono",0.5,"AM6QURO",281828.814256889,503265.739744444,0.56,3378,64.85453931,1.86,85.1,6.000673539
"s39","A","M7","ACPL",7,4,"Acer","Angio","AM7",1,8,"notmono",0.25,"AM7ACPL",203332.007742333,393672.812666667,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s46","A","M7","ACSA",7,4,"Acer","Angio","AM7",1,8,"notmono",0.25,"AM7ACSA",197897.791535111,353388.913455556,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s80","A","M7","BEPA",7,4,"Betula","Angio","AM7",1,8,"notmono",0.25,"AM7BEPA",1982949.72825067,4131145.26718889,0.48,0.3,85.50806324,2.208401667,195,5.5
"s154","A","M7","PIOM",7,4,"Picea","Gymno","AM7",1,8,"notmono",0.25,"AM7PIOM",1729.74964114286,4804.86011428571,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s24","A","M8","ACPL",8,4,"Acer","Angio","AM8",3,7,"notmono",0.5,"AM8ACPL",288867.365522625,559278.53925,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s54","A","M8","BEPA",8,4,"Betula","Angio","AM8",3,7,"notmono",0.5,"AM8BEPA",1839556.22136533,3832408.79451111,0.48,0.3,85.50806324,2.208401667,195,5.5
"s152","A","M8","PIAB",8,4,"Picea","Gymno","AM8",3,7,"notmono",0.5,"AM8PIAB",35362.7492805556,95574.9980555556,0.37,7,235.18,1.19,29.31,103.2
"s53","A","M8","THOC",8,4,"Thuya","Gymno","AM8",3,7,"notmono",0.5,"AM8THOC",54743.15067,182477.1689,0.3,1.5,223.0000016,1.02,32.22441,33
"s89","A","MM6A","ABBA",6,12,"Abies","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6AABBA",21592.642302,65432.2494,0.33,7.6,143,1.45,50,84
"s75","A","MM6A","ACPL",6,12,"Acer","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AACPL",836546.7060295,1619645.123,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s129","A","MM6A","ACRU",6,12,"Acer","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AACRU",459057.289961667,936851.612166667,0.49,23.7,71.09370696,1.913837571,111.1536882,5.566666667
"s98","A","MM6A","ACSA",6,12,"Acer","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AACSA",596664.329893335,1065472.01766667,0.56,55.2,70.62731781,1.831675,84.5819209,5.5
"s71","A","MM6A","BEAL",6,12,"Betula","Angio","AMM6A",3,9,"notmono",0.5,"AMM6ABEAL",278510.838466667,506383.342666667,0.55,1,46.08294931,2.2,206,5.5
"s97","A","MM6A","LALA",6,12,"Larix","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6ALALA",876593.242816668,1788965.80166667,0.49,2,120.0000005,1.355,59.41951,6
"s153","A","MM6A","PIAB",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIAB",60624.044271,163848.7683,0.37,7,235.18,1.19,29.31,103.2
"s68","A","MM6A","PIOM",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIOM",729.1944,2025.54,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s130","A","MM6A","PIRU",6,12,"Picea","Gymno","AMM6A",3,9,"notmono",0.5,"AMM6APIRU",13976.41737,37774.101,0.37,3.3,263,1.2,32,55
"s84","A","MM6A","QURO",6,12,"Quercus","Angio","AMM6A",3,9,"notmono",0.5,"AMM6AQURO",759124.559666665,1355579.57083333,0.56,3378,64.85453931,1.86,85.1,6.000673539
"s78","A","MM6A","TICO",6,12,"Tilia","Angio","AMM6A",3,9,"notmono",0.5,"AMM6ATICO",724594.906083439,1717497.22933333,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s304","A","MM6B","ACPL",5,12,"Acer","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BACPL",468481.485330666,907030.949333333,0.5165,130.3,46.44681839,1.62,83.07,6.000673539
"s302","A","MM6B","BEPA",5,12,"Betula","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BBEPA",1876184.91576,3908718.5745,0.48,0.3,85.50806324,2.208401667,195,5.5
"s188","A","MM6B","LADE",5,12,"Larix","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BLADE",1091665.3158001,2305279.94045,0.47355,7.1,86.28640264,1.955,71.616275,6.000336769
"s264","A","MM6B","PIAB",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIAB",71239.0351853332,192537.932933333,0.37,7,235.18,1.19,29.31,103.2
"s170","A","MM6B","PIGL",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIGL",41176.4511949999,124777.124833333,0.33,2.4,302.86,1.28,35.58,50
"s138","A","MM6B","PIOM",5,12,"Picea","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIOM",2274.340428,6317.6123,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s145","A","MM6B","PIRE",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIRE",52497.8780636665,128043.605033333,0.41,9,294.12,1.17,24,36
"s283","A","MM6B","PIST",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPIST",86947.8350666668,255728.926666667,0.34,17,121.9153937,1.423333333,43.79823667,20
"s112","A","MM6B","PISY",5,12,"Pinus","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BPISY",184842.7567264,438016.0112,0.422,6,292.7551279,1.217940293,36.85035,27.90024909
"s305","A","MM6B","QURU",5,12,"Quercus","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BQURU",933514.591706665,1666990.34233333,0.56,3143,88.02929621,2.030464833,148.5518182,6.000673539
"s297","A","MM6B","THOC",5,12,"Thuya","Gymno","AMM6B",2,1,"notmono",0.75,"AMM6BTHOC",147249.75665,490832.522166667,0.3,1.5,223.0000016,1.02,32.22441,33
"s190","A","MM6B","TICO",5,12,"Tilia","Angio","AMM6B",2,1,"notmono",0.75,"AMM6BTICO",168958.54348254,400480.086,0.42189,50.9,49.1117001,2.125,83.85,4.799544249
"s277","A","PIAB","PIAB",0,1,"Picea","Gymno","APIAB",3,1,"mono",1,"APIABPIAB",168590.973855917,455651.280691667,0.37,7,235.18,1.19,29.31,103.2
"s159","A","PIGL","PIGL",0,1,"Picea","Gymno","APIGL",1,6,"mono",1,"APIGLPIGL",153344.83263275,464681.311008333,0.33,2.4,302.86,1.28,35.58,50
"s273","A","PIOM","PIOM",0,1,"Picea","Gymno","APIOM",5,2,"mono",1,"APIOMPIOM",37434.1116120001,103983.643366667,0.36,2.9,285.7299176,1.182903124,29.39155,61.88640351
"s279","A","PIRE","PIRE",0,1,"Pinus","Gymno","APIRE",4,2,"mono",1,"APIREPIRE",168054.605709972,409889.282219444,0.41,9,294.12,1.17,24,36
"s288","A","PIRU","PIRU",0,1,"Picea","Gymno","APIRU",2,3,"mono",1,"APIRUPIRU",70176.1275283611,189665.209536111,0.37,3.3,263,1.2,32,55
